step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2,TRANSFER,200.16,C1000171,464.82,264.66,C8915437,14249.63,14449.79,0,0
1,CASH_OUT,849.47,C1000172,10399.75,9550.28,C8184140,5865.47,6714.94,0,0
2,PAYMENT,1582.56,C1000172,9550.28,7967.72,M1986789,0.0,0.0,0,0
3,DEBIT,3066.15,C1000172,7967.72,4901.57,C8460760,4029.13,7095.28,0,0
4,PAYMENT,4032.02,C1000172,4901.57,869.55,M1092546,0.0,0.0,0,0
5,PAYMENT,239.29,C1000172,869.55,630.26,M1479304,0.0,0.0,0,0
6,CASH_IN,6026.22,C1000172,630.26,6656.48,C8997005,17516.33,11490.11,0,0
7,TRANSFER,2571.28,C1000172,6656.48,4085.2,C8602087,3880.0,6451.28,0,0
8,DEBIT,2398.42,C1000172,4085.2,1686.78,C8401138,17713.26,20111.68,0,0
9,TRANSFER,102.9,C1000172,1686.78,1583.88,C8154864,6557.62,6660.52,0,0
10,CASH_IN,7339.8,C1000172,1583.88,8923.68,C8473929,9807.97,2468.17,0,0
11,CASH_IN,6610.58,C1000172,8923.68,15534.26,C8956338,17194.2,10583.62,0,0
12,TRANSFER,4543.68,C1000172,15534.26,10990.58,C8917303,14393.68,18937.36,0,0
13,PAYMENT,4393.74,C1000172,10990.58,6596.84,M1577338,0.0,0.0,0,0
14,CASH_IN,2456.17,C1000172,6596.84,9053.01,C8179880,19723.23,17267.06,0,0
15,PAYMENT,691.47,C1000172,9053.01,8361.54,M1378375,0.0,0.0,0,0
1,PAYMENT,2701.18,C1000173,25956.24,23255.06,M1554824,0.0,0.0,0,0
2,CASH_IN,5361.92,C1000173,23255.06,28616.98,C8988722,15248.04,9886.12,0,0
3,CASH_IN,1969.21,C1000173,28616.98,30586.19,C8583492,5245.82,3276.61,0,0
4,PAYMENT,3333.04,C1000173,30586.19,27253.15,M1073472,0.0,0.0,0,0
5,CASH_IN,2716.8,C1000173,27253.15,29969.95,C8613358,245.14,0.0,0,0
6,DEBIT,5992.2,C1000173,29969.95,23977.75,C8585950,3678.69,9670.89,0,0
7,PAYMENT,2563.98,C1000173,23977.75,21413.77,M1294549,0.0,0.0,0,0
8,PAYMENT,2094.82,C1000173,21413.77,19318.95,M1285183,0.0,0.0,0,0
9,TRANSFER,2388.43,C1000173,19318.95,16930.52,C8638206,800.63,3189.06,0,0
10,CASH_IN,3284.74,C1000173,16930.52,20215.26,C8494772,6562.87,3278.13,0,0
11,DEBIT,5185.67,C1000173,20215.26,15029.59,C8086484,823.06,6008.73,0,0
12,PAYMENT,895.41,C1000173,15029.59,14134.18,M1921900,0.0,0.0,0,0
13,CASH_IN,3530.26,C1000173,14134.18,17664.44,C8602274,6876.13,3345.87,0,0
1,TRANSFER,4658.11,C1000174,21246.98,16588.87,C8742568,13901.27,18559.38,0,0
2,DEBIT,4979.98,C1000174,16588.87,11608.89,C8236551,6793.67,11773.65,0,0
3,PAYMENT,5215.1,C1000174,11608.89,6393.79,M1277130,0.0,0.0,0,0
4,CASH_OUT,1802.77,C1000174,6393.79,4591.02,C8376780,14468.19,16270.96,0,0
5,CASH_IN,5346.12,C1000174,4591.02,9937.14,C8069416,4075.62,0.0,0,0
6,CASH_IN,6037.61,C1000174,9937.14,15974.75,C8626505,13155.13,7117.52,0,0
7,CASH_IN,7430.04,C1000174,15974.75,23404.79,C8650943,11912.75,4482.71,0,0
8,TRANSFER,2195.13,C1000174,23404.79,21209.66,C8287284,12892.11,15087.24,0,0
9,PAYMENT,870.27,C1000174,21209.66,20339.39,M1819078,0.0,0.0,0,0
1,CASH_IN,6634.39,C1000175,76242.93,82877.32,C8884497,6313.94,0.0,0,0
2,PAYMENT,5982.22,C1000175,82877.32,76895.1,M1823207,0.0,0.0,0,0
3,CASH_OUT,3908.27,C1000175,76895.1,72986.83,C8030219,13635.79,17544.06,0,0
4,PAYMENT,4335.04,C1000175,72986.83,68651.79,M1161718,0.0,0.0,0,0
5,CASH_IN,1791.98,C1000175,68651.79,70443.77,C8216399,13934.12,12142.14,0,0
6,CASH_IN,1552.12,C1000175,70443.77,71995.89,C8055434,4759.73,3207.61,0,0
7,PAYMENT,1160.75,C1000175,71995.89,70835.14,M1779102,0.0,0.0,0,0
8,CASH_OUT,5582.49,C1000175,70835.14,65252.65,C8212767,7753.56,13336.05,0,0
9,CASH_IN,3736.5,C1000175,65252.65,68989.15,C8561877,8674.7,4938.2,0,0
10,TRANSFER,1886.84,C1000175,68989.15,67102.31,C8299866,13756.74,15643.58,0,0
11,PAYMENT,4097.26,C1000175,67102.31,63005.05,M1325694,0.0,0.0,0,0
12,PAYMENT,2317.56,C1000175,63005.05,60687.49,M1736066,0.0,0.0,0,0
1,PAYMENT,1374.5,C1000176,58889.33,57514.83,M1502446,0.0,0.0,0,0
2,PAYMENT,4652.72,C1000176,57514.83,52862.11,M1818112,0.0,0.0,0,0
3,PAYMENT,1148.62,C1000176,52862.11,51713.49,M1700681,0.0,0.0,0,0
4,CASH_OUT,207.04,C1000176,51713.49,51506.45,C8727307,19198.85,19405.89,0,0
5,PAYMENT,2133.37,C1000176,51506.45,49373.08,M1982819,0.0,0.0,0,0
6,CASH_OUT,4716.96,C1000176,49373.08,44656.12,C8384794,121.81,4838.77,0,0
7,CASH_IN,5185.62,C1000176,44656.12,49841.74,C8296374,19012.98,13827.36,0,0
1,CASH_OUT,3955.03,C1000177,48878.04,44923.01,C8316872,14633.46,18588.49,0,0
2,PAYMENT,4983.32,C1000177,44923.01,39939.69,M1426931,0.0,0.0,0,0
3,PAYMENT,5664.81,C1000177,39939.69,34274.88,M1760724,0.0,0.0,0,0
4,PAYMENT,4875.02,C1000177,34274.88,29399.86,M1155545,0.0,0.0,0,0
5,CASH_IN,5923.14,C1000177,29399.86,35323.0,C8475845,19210.61,13287.47,0,0
6,CASH_IN,2848.72,C1000177,35323.0,38171.72,C8270539,10747.97,7899.25,0,0
7,CASH_OUT,54.98,C1000177,38171.72,38116.74,C8039105,14950.12,15005.1,0,0
8,PAYMENT,5591.3,C1000177,38116.74,32525.44,M1574461,0.0,0.0,0,0
9,CASH_OUT,1085.91,C1000177,32525.44,31439.53,C8018662,3838.45,4924.36,0,0
10,PAYMENT,4118.19,C1000177,31439.53,27321.34,M1645946,0.0,0.0,0,0
11,PAYMENT,655.18,C1000177,27321.34,26666.16,M1751597,0.0,0.0,0,0
12,PAYMENT,4862.42,C1000177,26666.16,21803.74,M1739942,0.0,0.0,0,0
13,CASH_IN,1174.08,C1000177,21803.74,22977.82,C8671550,10367.61,9193.53,0,0
14,DEBIT,396.32,C1000177,22977.82,22581.5,C8096625,18889.62,19285.94,0,0
15,PAYMENT,4103.71,C1000177,22581.5,18477.79,M1056945,0.0,0.0,0,0
16,PAYMENT,2716.68,C1000177,18477.79,15761.11,M1128291,0.0,0.0,0,0
1,TRANSFER,1485.45,C1000178,4022.25,2536.8,C8030653,18251.65,19737.1,0,0
2,CASH_IN,1188.27,C1000178,2536.8,3725.07,C8883836,8242.1,7053.83,0,0
3,CASH_IN,2535.26,C1000178,3725.07,6260.33,C8885541,13264.76,10729.5,0,0
4,PAYMENT,5165.37,C1000178,6260.33,1094.96,M1237142,0.0,0.0,0,0
5,PAYMENT,1056.61,C1000178,1094.96,38.35,M1311076,0.0,0.0,0,0
6,PAYMENT,27.65,C1000178,38.35,10.7,M1306259,0.0,0.0,0,0
7,PAYMENT,10.7,C1000178,10.7,0.0,M1611925,0.0,0.0,0,0
8,DEBIT,46.25,C1000178,0.0,0.0,C8112715,7250.38,7296.63,0,0
9,PAYMENT,32.0,C1000178,0.0,0.0,M1871513,0.0,0.0,0,0
10,CASH_OUT,23.03,C1000178,0.0,0.0,C8785966,10743.74,10766.77,0,0
11,CASH_OUT,29.81,C1000178,0.0,0.0,C8356890,19622.24,19652.05,0,0
12,PAYMENT,25.78,C1000178,0.0,0.0,M1110160,0.0,0.0,0,0
13,PAYMENT,37.11,C1000178,0.0,0.0,M1633434,0.0,0.0,0,0
14,PAYMENT,32.88,C1000178,0.0,0.0,M1443669,0.0,0.0,0,0
1,PAYMENT,5728.32,C1000179,73389.17,67660.85,M1281700,0.0,0.0,0,0
2,CASH_IN,2777.94,C1000179,67660.85,70438.79,C8814366,16828.64,14050.7,0,0
3,TRANSFER,5040.88,C1000179,70438.79,65397.91,C8518813,15043.3,20084.18,0,0
4,PAYMENT,3647.94,C1000179,65397.91,61749.97,M1479659,0.0,0.0,0,0
5,PAYMENT,5771.66,C1000179,61749.97,55978.31,M1369389,0.0,0.0,0,0
6,CASH_OUT,3598.63,C1000179,55978.31,52379.68,C8434795,11012.83,14611.46,0,0
1,DEBIT,2739.66,C1000180,77782.94,75043.28,C8888668,1286.98,4026.64,0,0
2,TRANSFER,1073.06,C1000180,75043.28,73970.22,C8287861,13241.77,14314.83,0,0
1,PAYMENT,5578.04,C1000181,27964.84,22386.8,M1302754,0.0,0.0,0,0
2,TRANSFER,625.17,C1000181,22386.8,21761.63,C8268458,18654.92,19280.09,0,0
3,PAYMENT,3980.37,C1000181,21761.63,17781.26,M1174683,0.0,0.0,0,0
4,PAYMENT,1180.73,C1000181,17781.26,16600.53,M1568692,0.0,0.0,0,0
5,PAYMENT,132.13,C1000181,16600.53,16468.4,M1879237,0.0,0.0,0,0
6,CASH_OUT,5179.11,C1000181,16468.4,11289.29,C8848958,2563.25,7742.36,0,0
7,CASH_IN,5430.07,C1000181,11289.29,16719.36,C8325990,17013.81,11583.74,0,0
8,CASH_IN,5601.03,C1000181,16719.36,22320.39,C8594493,7691.28,2090.25,0,0
9,CASH_IN,5747.87,C1000181,22320.39,28068.26,C8324339,19011.77,13263.9,0,0
10,CASH_OUT,1781.83,C1000181,28068.26,26286.43,C8574547,12274.28,14056.11,0,0
11,TRANSFER,4750.98,C1000181,26286.43,21535.45,C8489528,11692.26,16443.24,0,0
12,PAYMENT,3427.64,C1000181,21535.45,18107.81,M1242077,0.0,0.0,0,0
13,CASH_IN,3339.09,C1000181,18107.81,21446.9,C8633603,11489.35,8150.26,0,0
14,CASH_OUT,3199.31,C1000181,21446.9,18247.59,C8411012,17945.67,21144.98,0,0
15,CASH_IN,4407.07,C1000181,18247.59,22654.66,C8067304,11131.11,6724.04,0,0
16,PAYMENT,3595.74,C1000181,22654.66,19058.92,M1550866,0.0,0.0,0,0
17,CASH_IN,424.64,C1000181,19058.92,19483.56,C8429151,14217.75,13793.11,0,0
1,CASH_OUT,5017.09,C1000182,50915.83,45898.74,C8651704,12111.83,17128.92,0,0
2,PAYMENT,2668.59,C1000182,45898.74,43230.15,M1277365,0.0,0.0,0,0
3,DEBIT,3695.09,C1000182,43230.15,39535.06,C8311771,207.96,3903.05,0,0
1,PAYMENT,2539.22,C1000183,61960.94,59421.72,M1725213,0.0,0.0,0,0
2,TRANSFER,445.35,C1000183,59421.72,58976.37,C8179771,2264.35,2709.7,0,0
3,DEBIT,1590.18,C1000183,58976.37,57386.19,C8107928,962.17,2552.35,0,0
4,CASH_OUT,2360.86,C1000183,57386.19,55025.33,C8711405,15939.43,18300.29,0,0
5,CASH_IN,3035.7,C1000183,55025.33,58061.03,C8821494,12454.28,9418.58,0,0
6,CASH_OUT,505.96,C1000183,58061.03,57555.07,C8227548,8692.09,9198.05,0,0
7,PAYMENT,5302.62,C1000183,57555.07,52252.45,M1131191,0.0,0.0,0,0
8,CASH_OUT,2175.08,C1000183,52252.45,50077.37,C8444900,5774.82,7949.9,0,0
9,PAYMENT,5472.99,C1000183,50077.37,44604.38,M1794812,0.0,0.0,0,0
10,CASH_OUT,44604.38,C1000183,44604.38,0.0,C8158810,0.0,0.0,1,0
1,PAYMENT,1275.41,C1000184,34645.4,33369.99,M1528366,0.0,0.0,0,0
2,CASH_IN,2094.28,C1000184,33369.99,35464.27,C8352030,17837.76,15743.48,0,0
3,CASH_IN,4940.76,C1000184,35464.27,40405.03,C8657169,17376.99,12436.23,0,0
4,TRANSFER,3303.86,C1000184,40405.03,37101.17,C8228756,18075.81,21379.67,0,0
5,CASH_OUT,37101.17,C1000184,37101.17,0.0,C8580471,0.0,0.0,1,0
6,CASH_OUT,42.63,C1000184,0.0,0.0,C8164915,7401.0,7443.63,0,0
7,CASH_IN,3015.47,C1000184,0.0,3015.47,C8747195,3466.18,450.71,0,0
1,CASH_IN,7141.71,C1000185,3184.83,10326.54,C8195276,10912.82,3771.11,0,0
2,PAYMENT,3215.83,C1000185,10326.54,7110.71,M1542894,0.0,0.0,0,0
3,CASH_IN,2364.23,C1000185,7110.71,9474.94,C8855604,2477.81,113.58,0,0
4,CASH_IN,6840.01,C1000185,9474.94,16314.95,C8345987,1074.31,0.0,0,0
5,PAYMENT,398.44,C1000185,16314.95,15916.51,M1823673,0.0,0.0,0,0
6,CASH_IN,4313.67,C1000185,15916.51,20230.18,C8807756,8290.96,3977.29,0,0
7,CASH_IN,508.11,C1000185,20230.18,20738.29,C8903861,12321.74,11813.63,0,0
8,CASH_IN,4426.4,C1000185,20738.29,25164.69,C8963627,19660.11,15233.71,0,0
9,PAYMENT,1205.82,C1000185,25164.69,23958.87,M1686046,0.0,0.0,0,0
10,CASH_IN,7974.22,C1000185,23958.87,31933.09,C8974471,1966.79,0.0,0,0
11,CASH_IN,561.62,C1000185,31933.09,32494.71,C8100329,1371.2,809.58,0,0
12,CASH_OUT,32494.71,C1000185,32494.71,0.0,C8888815,0.0,0.0,1,0
13,CASH_IN,7058.43,C1000185,0.0,7058.43,C8996253,13010.27,5951.84,0,0
1,CASH_IN,5462.54,C1000186,25300.43,30762.97,C8750047,17913.44,12450.9,0,0
2,CASH_IN,4921.3,C1000186,30762.97,35684.27,C8155901,13360.7,8439.4,0,0
3,CASH_IN,3076.99,C1000186,35684.27,38761.26,C8029985,14391.5,11314.51,0,0
4,CASH_IN,7180.7,C1000186,38761.26,45941.96,C8640339,13601.22,6420.52,0,0
5,PAYMENT,1115.18,C1000186,45941.96,44826.78,M1934652,0.0,0.0,0,0
6,CASH_IN,7740.94,C1000186,44826.78,52567.72,C8953977,735.99,0.0,0,0
7,TRANSFER,4562.84,C1000186,52567.72,48004.88,C8333060,1718.18,6281.02,0,0
8,CASH_OUT,874.36,C1000186,48004.88,47130.52,C8752885,9864.19,10738.55,0,0
9,PAYMENT,337.9,C1000186,47130.52,46792.62,M1681495,0.0,0.0,0,0
10,CASH_IN,5969.94,C1000186,46792.62,52762.56,C8080019,18636.48,12666.54,0,0
1,TRANSFER,4482.71,C1000187,29955.77,25473.06,C8413292,16026.35,20509.06,0,0
2,CASH_IN,1980.27,C1000187,25473.06,27453.33,C8321912,10540.44,8560.17,0,0
3,PAYMENT,4252.8,C1000187,27453.33,23200.53,M1223444,0.0,0.0,0,0
4,CASH_OUT,4349.09,C1000187,23200.53,18851.44,C8871381,19910.52,24259.61,0,0
5,CASH_IN,3746.75,C1000187,18851.44,22598.19,C8087622,17321.17,13574.42,0,0
6,PAYMENT,4430.65,C1000187,22598.19,18167.54,M1811843,0.0,0.0,0,0
7,CASH_IN,6503.6,C1000187,18167.54,24671.14,C8879224,9260.53,2756.93,0,0
8,CASH_IN,5541.1,C1000187,24671.14,30212.24,C8170363,2649.03,0.0,0,0
9,CASH_IN,5022.44,C1000187,30212.24,35234.68,C8114184,10387.52,5365.08,0,0
10,CASH_IN,5293.74,C1000187,35234.68,40528.42,C8890854,7922.93,2629.19,0,0
11,CASH_OUT,4566.45,C1000187,40528.42,35961.97,C8413931,11287.07,15853.52,0,0
12,CASH_OUT,4366.87,C1000187,35961.97,31595.1,C8878880,16606.94,20973.81,0,0
13,PAYMENT,4534.61,C1000187,31595.1,27060.49,M1705263,0.0,0.0,0,0
14,CASH_OUT,466.66,C1000187,27060.49,26593.83,C8644125,14330.8,14797.46,0,0
1,PAYMENT,2117.39,C1000188,63916.32,61798.93,M1314236,0.0,0.0,0,0
2,CASH_IN,6771.88,C1000188,61798.93,68570.81,C8410050,14418.36,7646.48,0,0
3,PAYMENT,2209.98,C1000188,68570.81,66360.83,M1496121,0.0,0.0,0,0
4,CASH_IN,2022.97,C1000188,66360.83,68383.8,C8158413,10507.74,8484.77,0,0
5,CASH_IN,5383.97,C1000188,68383.8,73767.77,C8822971,5967.48,583.51,0,0
6,DEBIT,3305.82,C1000188,73767.77,70461.95,C8332866,1927.87,5233.69,0,0
7,CASH_IN,4125.28,C1000188,70461.95,74587.23,C8075501,9467.22,5341.94,0,0
8,TRANSFER,2010.29,C1000188,74587.23,72576.94,C8198439,5414.71,7425.0,0,0
9,CASH_OUT,2784.41,C1000188,72576.94,69792.53,C8105395,18826.88,21611.29,0,0
10,PAYMENT,618.63,C1000188,69792.53,69173.9,M1889196,0.0,0.0,0,0
11,CASH_IN,7959.15,C1000188,69173.9,77133.05,C8100126,17272.0,9312.85,0,0
12,PAYMENT,279.19,C1000188,77133.05,76853.86,M1023697,0.0,0.0,0,0
13,CASH_IN,4672.19,C1000188,76853.86,81526.05,C8446144,10274.37,5602.18,0,0
14,PAYMENT,3617.8,C1000188,81526.05,77908.25,M1554449,0.0,0.0,0,0
1,PAYMENT,4961.05,C1000189,59285.84,54324.79,M1646011,0.0,0.0,0,0
1,PAYMENT,734.21,C1000190,17221.25,16487.04,M1128297,0.0,0.0,0,0
2,PAYMENT,1010.39,C1000190,16487.04,15476.65,M1111135,0.0,0.0,0,0
3,CASH_OUT,1074.89,C1000190,15476.65,14401.76,C8477790,14249.93,15324.82,0,0
4,PAYMENT,1883.12,C1000190,14401.76,12518.64,M1214388,0.0,0.0,0,0
5,CASH_IN,7680.52,C1000190,12518.64,20199.16,C8223498,9850.0,2169.48,0,0
6,PAYMENT,1578.2,C1000190,20199.16,18620.96,M1478722,0.0,0.0,0,0
7,CASH_IN,724.59,C1000190,18620.96,19345.55,C8158050,19329.52,18604.93,0,0
1,CASH_IN,977.0,C1000191,68093.35,69070.35,C8447542,16815.56,15838.56,0,0
2,PAYMENT,5002.81,C1000191,69070.35,64067.54,M1529175,0.0,0.0,0,0
3,PAYMENT,847.46,C1000191,64067.54,63220.08,M1782143,0.0,0.0,0,0
4,CASH_OUT,5290.7,C1000191,63220.08,57929.38,C8797823,12708.59,17999.29,0,0
5,DEBIT,1767.57,C1000191,57929.38,56161.81,C8766852,19223.45,20991.02,0,0
6,PAYMENT,3183.48,C1000191,56161.81,52978.33,M1133680,0.0,0.0,0,0
7,PAYMENT,1599.56,C1000191,52978.33,51378.77,M1557865,0.0,0.0,0,0
8,CASH_IN,6228.58,C1000191,51378.77,57607.35,C8594585,17376.03,11147.45,0,0
9,TRANSFER,57607.35,C1000191,57607.35,0.0,C8292902,0.0,0.0,1,0
10,CASH_OUT,20.28,C1000191,0.0,0.0,C8138982,6046.86,6067.14,0,0
1,CASH_IN,7025.75,C1000192,15205.42,22231.17,C8114039,918.74,0.0,0,0
2,PAYMENT,1870.41,C1000192,22231.17,20360.76,M1992457,0.0,0.0,0,0
3,PAYMENT,1619.85,C1000192,20360.76,18740.91,M1228172,0.0,0.0,0,0
4,PAYMENT,2374.75,C1000192,18740.91,16366.16,M1552660,0.0,0.0,0,0
5,DEBIT,5019.44,C1000192,16366.16,11346.72,C8228222,11886.46,16905.9,0,0
6,PAYMENT,4900.37,C1000192,11346.72,6446.35,M1692740,0.0,0.0,0,0
7,PAYMENT,1599.87,C1000192,6446.35,4846.48,M1167953,0.0,0.0,0,0
8,DEBIT,1797.94,C1000192,4846.48,3048.54,C8057058,13040.97,14838.91,0,0
9,TRANSFER,1400.23,C1000192,3048.54,1648.31,C8506869,911.61,2311.84,0,0
10,TRANSFER,1063.85,C1000192,1648.31,584.46,C8457960,10921.04,11984.89,0,0
11,PAYMENT,397.09,C1000192,584.46,187.37,M1313509,0.0,0.0,0,0
12,PAYMENT,46.04,C1000192,187.37,141.33,M1308862,0.0,0.0,0,0
13,CASH_OUT,57.66,C1000192,141.33,83.67,C8969418,4813.07,4870.73,0,0
14,CASH_IN,2327.49,C1000192,83.67,2411.16,C8694382,12417.27,10089.78,0,0
15,CASH_IN,3115.17,C1000192,2411.16,5526.33,C8737572,936.1,0.0,0,0
1,CASH_IN,2792.37,C1000193,77581.37,80373.74,C8013340,3205.45,413.08,0,0
2,CASH_OUT,3244.6,C1000193,80373.74,77129.14,C8665914,16547.85,19792.45,0,0
3,PAYMENT,4009.23,C1000193,77129.14,73119.91,M1678739,0.0,0.0,0,0
4,PAYMENT,2280.53,C1000193,73119.91,70839.38,M1366191,0.0,0.0,0,0
5,CASH_IN,3891.94,C1000193,70839.38,74731.32,C8482261,2164.61,0.0,0,0
6,CASH_IN,7268.16,C1000193,74731.32,81999.48,C8687826,11439.22,4171.06,0,0
7,TRANSFER,3492.45,C1000193,81999.48,78507.03,C8936317,17224.75,20717.2,0,0
8,CASH_IN,3671.04,C1000193,78507.03,82178.07,C8815930,2377.16,0.0,0,0
9,CASH_OUT,955.44,C1000193,82178.07,81222.63,C8509939,9973.36,10928.8,0,0
10,DEBIT,5127.8,C1000193,81222.63,76094.83,C8060958,15656.71,20784.51,0,0
11,CASH_IN,6092.55,C1000193,76094.83,82187.38,C8920243,14064.79,7972.24,0,0
12,DEBIT,740.48,C1000193,82187.38,81446.9,C8010137,1173.34,1913.82,0,0
1,CASH_IN,7151.61,C1000194,60020.25,67171.86,C8823291,2658.52,0.0,0,0
2,CASH_IN,6717.17,C1000194,67171.86,73889.03,C8788907,17421.72,10704.55,0,0
1,TRANSFER,2746.79,C1000195,74057.09,71310.3,C8259549,412.69,3159.48,0,0
1,PAYMENT,1336.21,C1000196,70379.27,69043.06,M1823538,0.0,0.0,0,0
2,CASH_OUT,53.48,C1000196,69043.06,68989.58,C8425866,15585.06,15638.54,0,0
3,CASH_IN,4253.09,C1000196,68989.58,73242.67,C8827151,7765.17,3512.08,0,0
4,PAYMENT,1611.65,C1000196,73242.67,71631.02,M1392751,0.0,0.0,0,0
5,CASH_OUT,2602.45,C1000196,71631.02,69028.57,C8150333,16981.31,19583.76,0,0
6,PAYMENT,185.43,C1000196,69028.57,68843.14,M1545034,0.0,0.0,0,0
7,PAYMENT,822.33,C1000196,68843.14,68020.81,M1659373,0.0,0.0,0,0
1,TRANSFER,944.0,C1000197,71170.86,70226.86,C8924368,6648.3,7592.3,0,0
2,CASH_IN,3919.42,C1000197,70226.86,74146.28,C8401417,4523.92,604.5,0,0
3,PAYMENT,836.09,C1000197,74146.28,73310.19,M1333392,0.0,0.0,0,0
4,PAYMENT,96.82,C1000197,73310.19,73213.37,M1918584,0.0,0.0,0,0
5,PAYMENT,4869.03,C1000197,73213.37,68344.34,M1122704,0.0,0.0,0,0
6,DEBIT,2159.24,C1000197,68344.34,66185.1,C8523466,1373.56,3532.8,0,0
7,CASH_IN,1575.56,C1000197,66185.1,67760.66,C8117005,661.18,0.0,0,0
8,PAYMENT,592.66,C1000197,67760.66,67168.0,M1572703,0.0,0.0,0,0
9,CASH_IN,3958.3,C1000197,67168.0,71126.3,C8850583,4830.17,871.87,0,0
10,CASH_IN,577.52,C1000197,71126.3,71703.82,C8348626,2329.61,1752.09,0,0
11,CASH_OUT,3649.69,C1000197,71703.82,68054.13,C8176139,7490.99,11140.68,0,0
12,PAYMENT,3234.47,C1000197,68054.13,64819.66,M1972461,0.0,0.0,0,0
13,DEBIT,854.82,C1000197,64819.66,63964.84,C8535687,3955.34,4810.16,0,0
1,CASH_IN,7839.2,C1000198,67142.6,74981.8,C8043175,2585.02,0.0,0,0
2,CASH_OUT,527.33,C1000198,74981.8,74454.47,C8367713,7653.11,8180.44,0,0
3,PAYMENT,5713.26,C1000198,74454.47,68741.21,M1558415,0.0,0.0,0,0
4,CASH_IN,3124.31,C1000198,68741.21,71865.52,C8411585,2636.24,0.0,0,0
5,CASH_IN,53.31,C1000198,71865.52,71918.83,C8500190,1118.82,1065.51,0,0
6,CASH_IN,2766.55,C1000198,71918.83,74685.38,C8364384,1326.26,0.0,0,0
7,PAYMENT,1484.99,C1000198,74685.38,73200.39,M1970026,0.0,0.0,0,0
8,CASH_OUT,717.54,C1000198,73200.39,72482.85,C8005419,5749.93,6467.47,0,0
9,DEBIT,4356.19,C1000198,72482.85,68126.66,C8293796,6583.87,10940.06,0,0
10,PAYMENT,5742.19,C1000198,68126.66,62384.47,M1263455,0.0,0.0,0,0
11,PAYMENT,1115.42,C1000198,62384.47,61269.05,M1162115,0.0,0.0,0,0
12,PAYMENT,957.12,C1000198,61269.05,60311.93,M1445034,0.0,0.0,0,0
13,PAYMENT,3848.22,C1000198,60311.93,56463.71,M1265579,0.0,0.0,0,0
1,CASH_IN,5878.98,C1000199,62317.4,68196.38,C8289118,16094.17,10215.19,0,0
2,TRANSFER,1712.53,C1000199,68196.38,66483.85,C8720961,8450.34,10162.87,0,0
3,PAYMENT,2718.66,C1000199,66483.85,63765.19,M1511343,0.0,0.0,0,0
4,PAYMENT,5590.36,C1000199,63765.19,58174.83,M1043140,0.0,0.0,0,0
5,CASH_IN,4516.68,C1000199,58174.83,62691.51,C8197161,6822.04,2305.36,0,0
6,CASH_IN,5236.42,C1000199,62691.51,67927.93,C8570537,12049.64,6813.22,0,0
7,CASH_OUT,2087.27,C1000199,67927.93,65840.66,C8008938,19619.62,21706.89,0,0
8,TRANSFER,2365.39,C1000199,65840.66,63475.27,C8698546,8562.27,10927.66,0,0
9,TRANSFER,5943.94,C1000199,63475.27,57531.33,C8526484,7183.69,13127.63,0,0
10,TRANSFER,2596.17,C1000199,57531.33,54935.16,C8706777,734.24,3330.41,0,0
11,CASH_OUT,4872.06,C1000199,54935.16,50063.1,C8617148,3968.42,8840.48,0,0
12,CASH_IN,5769.7,C1000199,50063.1,55832.8,C8660567,5250.78,0.0,0,0
13,DEBIT,3673.48,C1000199,55832.8,52159.32,C8047849,2721.45,6394.93,0,0
1,TRANSFER,39905.62,C1000200,39905.62,0.0,C8473261,0.0,0.0,1,0
2,PAYMENT,33.8,C1000200,0.0,0.0,M1788218,0.0,0.0,0,0
3,CASH_IN,4072.06,C1000200,0.0,4072.06,C8309939,9966.48,5894.42,0,0
1,TRANSFER,1753.64,C1000201,13478.78,11725.14,C8924421,16921.01,18674.65,0,0
2,PAYMENT,4504.9,C1000201,11725.14,7220.24,M1031391,0.0,0.0,0,0
1,CASH_OUT,4179.79,C1000202,21318.88,17139.09,C8598687,3909.87,8089.66,0,0
2,TRANSFER,2679.04,C1000202,17139.09,14460.05,C8914200,11300.99,13980.03,0,0
1,CASH_OUT,1883.36,C1000203,41760.44,39877.08,C8227456,8674.99,10558.35,0,0
1,PAYMENT,2125.46,C1000204,40214.98,38089.52,M1096451,0.0,0.0,0,0
2,TRANSFER,4018.83,C1000204,38089.52,34070.69,C8075089,16763.34,20782.17,0,0
3,CASH_OUT,3847.63,C1000204,34070.69,30223.06,C8022286,744.12,4591.75,0,0
4,CASH_IN,1377.95,C1000204,30223.06,31601.01,C8177266,1823.39,445.44,0,0
5,CASH_IN,7709.99,C1000204,31601.01,39311.0,C8238559,12325.15,4615.16,0,0
6,CASH_IN,1677.52,C1000204,39311.0,40988.52,C8378636,8587.85,6910.33,0,0
7,TRANSFER,5477.95,C1000204,40988.52,35510.57,C8580372,13017.72,18495.67,0,0
8,PAYMENT,2903.51,C1000204,35510.57,32607.06,M1919776,0.0,0.0,0,0
9,PAYMENT,5311.8,C1000204,32607.06,27295.26,M1449448,0.0,0.0,0,0
10,PAYMENT,4232.49,C1000204,27295.26,23062.77,M1138402,0.0,0.0,0,0
11,CASH_OUT,5033.42,C1000204,23062.77,18029.35,C8184736,16021.52,21054.94,0,0
1,PAYMENT,2495.49,C1000205,4189.46,1693.97,M1819286,0.0,0.0,0,0
